Amino_acid_A,Amino_acid_D,Amino_acid_E,Amino_acid_F,Amino_acid_G,Amino_acid_H,Amino_acid_I,Amino_acid_K,Amino_acid_L,Amino_acid_M,Amino_acid_N,Amino_acid_P,Amino_acid_Q,Amino_acid_R,Amino_acid_S,Amino_acid_T,Amino_acid_W,Amino_acid_Y,Amino_acid_V,propensity_-9,propensity_-8,propensity_-7,propensity_-5,propensity_-4,propensity_-3,propensity_-2,propensity_-1,propensity_1,propensity_2,propensity_3,propensity_4,propensity_7,propensity_8,propensity_9,propensity_10,prim_A-->M,prim_D-->M,prim_E-->M,prim_F-->M,prim_G-->M,prim_I-->M,prim_K-->M,prim_L-->M,prim_M-->A,prim_M-->E,prim_M-->F,prim_M-->G,prim_M-->I,prim_M-->K,prim_M-->L,prim_M-->R,prim_R-->M,prim_S-->S,prim_V-->M,rv_prim_A-->M,rv_prim_A-->S,rv_prim_D-->M,rv_prim_E-->M,rv_prim_F-->M,rv_prim_G-->M,rv_prim_G-->S,rv_prim_I-->M,rv_prim_K-->M,rv_prim_K-->S,rv_prim_K-->T,rv_prim_L-->M,rv_prim_L-->S,rv_prim_M-->A,rv_prim_M-->E,rv_prim_M-->F,rv_prim_M-->G,rv_prim_M-->K,rv_prim_M-->L,rv_prim_M-->R,rv_prim_R-->M,rv_prim_R-->S,rv_prim_S-->S,rv_prim_V-->M,rv_prim_V-->S,rv_prim_V-->T,Class
0.002440512507626601,0.0006101281269066504,0.0018303843807199512,0.0,0.0006101281269066504,0.0,0.0006101281269066504,0.0012202562538133007,0.0006101281269066504,0.0006101281269066504,0.0006101281269066504,0.0,0.0,0.0006101281269066504,0.0,0.0,0.0,0.0006101281269066504,0.0018303843807199512,-0.02397405629095153,0.0006466031779717162,-0.015873279040772473,0.0029942701010690505,0.0019796004987134297,0.008362734435100938,0.010239541608085516,0.04856487253627609,-0.008608112051356878,-0.007547019656736611,0.0572757779133618,-0.0006200758681062166,0.016125288484494786,0.00060018038570709,-0.011715123219354334,-0.01647345942647956,0.09047619047619047,0.06190476190476193,0.08095238095238096,-0.0047619047619047615,0.03333333333333333,0.028571428571428567,0.047619047619047616,0.014285714285714284,0.3,0.13333333333333333,-0.0047619047619047615,0.03333333333333333,0.028571428571428567,0.07142857142857142,0.014285714285714284,0.0761904761904762,0.0761904761904762,-0.0047619047619047615,0.09523809523809523,0.057142857142857134,-0.0047619047619047615,0.06190476190476193,0.009523809523809523,-0.0047619047619047615,0.03333333333333333,-0.0047619047619047615,0.028571428571428567,0.023809523809523808,-0.0047619047619047615,-0.0047619047619047615,0.014285714285714284,-0.0047619047619047615,0.3,0.13333333333333333,-0.0047619047619047615,0.03333333333333333,0.07142857142857142,0.014285714285714284,0.0761904761904762,0.0761904761904762,-0.0047619047619047615,-0.0047619047619047615,0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,0
0.010869565217391304,0.005434782608695652,0.005434782608695652,0.005434782608695652,0.010869565217391304,0.0,0.005434782608695652,0.005434782608695652,0.005434782608695652,0.0,0.010869565217391304,0.0,0.0,0.016304347826086956,0.010869565217391304,0.005434782608695652,0.0,0.0,0.016304347826086956,0.02245205188741809,0.05910616229408176,0.03742340239276335,-0.019646788869140785,0.002261453166034433,0.006260445128259545,0.04241716847494496,0.04856487253627609,0.12154481789001775,0.05993182481364565,-0.030731888479189326,-0.011827864286282729,-0.02269742950367404,0.04840570867708306,-0.01082314242512667,-0.0014556861288696765,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,0.03333333333333333,-0.0047619047619047615,-0.0047619047619047615,0.07142857142857142,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,0.11904761904761905,-0.0047619047619047615,-0.0047619047619047615,0.05238095238095238,0.028571428571428567,-0.0047619047619047615,0.03333333333333333,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,0.12857142857142856,0.03333333333333333,-0.0047619047619047615,0.14761904761904762,0.0761904761904762,1
0.0006101281269066504,0.0006101281269066504,0.0012202562538133007,0.0,0.0018303843807199512,0.0,0.0006101281269066504,0.0018303843807199512,0.0012202562538133007,0.0006101281269066504,0.0006101281269066504,0.0006101281269066504,0.0006101281269066504,0.0,0.0006101281269066504,0.0,0.0,0.0006101281269066504,0.0012202562538133007,0.020293392047112502,0.0006466031779717162,0.010915988009655936,0.0012103085126137366,-0.019421306735283986,-0.009274610711727737,0.001820436639520389,-0.026189086664721327,-0.02491245987744383,-0.03273138446030188,-0.015365944239594663,-0.021523596042125368,0.012971854524232695,-0.010325755365148423,0.04291455553492321,-0.028404117038491127,0.05238095238095238,0.023809523809523808,0.01904761904761905,-0.0047619047619047615,0.0380952380952381,0.047619047619047616,0.014285714285714284,0.06190476190476193,0.05238095238095238,0.05238095238095238,-0.0047619047619047615,0.08571428571428573,0.047619047619047616,0.042857142857142864,0.07142857142857142,-0.0047619047619047615,-0.0047619047619047615,0.0,0.028571428571428567,0.05238095238095238,0.08095238095238096,0.023809523809523808,0.03333333333333333,-0.0047619047619047615,0.014285714285714284,0.014285714285714284,0.047619047619047616,0.023809523809523808,0.0047619047619047615,-0.0047619047619047615,0.009523809523809523,0.0380952380952381,0.05238095238095238,0.05238095238095238,-0.0047619047619047615,0.08571428571428573,0.042857142857142864,0.07142857142857142,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,0.0,0.009523809523809523,0.01904761904761905,-0.0047619047619047615,0
0.0039481069458773945,0.007896213891754789,0.01779102348890521,0.007896213891754789,0.008408133934332167,0.0,0.0029733513256365147,0.01876577910914609,0.0,0.0,0.0039481069458773945,0.007896213891754789,0.005434782608695652,0.0039481069458773945,0.0014866756628182573,0.004460026988454772,0.0,0.0,0.01779102348890521,-0.0157312947108642,0.008043244321608715,-0.0013695865934705807,0.0055169056589666615,-0.016988683817681125,-0.0027418065401478035,-0.006192314067475575,0.005525252013824754,-0.008608112051356878,0.018653426192021583,-0.02475434569824221,0.06348980024935671,0.016022093815483047,0.03210796050894996,0.0028543753766983003,-0.021032418983748004,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.003459293704959241,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,0.001751150522822844,-0.0047619047619047615,-0.0047619047619047615,-0.00215668264801372,0.0069615947506049295,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.003459293704959241,-0.0047619047619047615,0.003053761579768364,0.01477726109227806,1
0.0,0.0012202562538133007,0.0012202562538133007,0.0,0.0012202562538133007,0.0,0.0006101281269066504,0.002440512507626601,0.0012202562538133007,0.0006101281269066504,0.0006101281269066504,0.0012202562538133007,0.0006101281269066504,0.0,0.0006101281269066504,0.0,0.0,0.0,0.0012202562538133007,-0.019421306735283986,0.013853887577260795,0.004701965673661032,-0.02690200811735682,-0.009490145104384964,-0.009274610711727737,0.008747380428150792,-0.01841658487412792,0.026666578242300454,-0.026573732657771174,0.0013794201130063394,-0.0006200758681062166,0.0035944504867761328,0.004645595140196829,-0.026132716131257124,0.03770525506008435,-0.0047619047619047615,0.023809523809523808,0.01904761904761905,-0.0047619047619047615,0.014285714285714284,0.042857142857142864,0.014285714285714284,0.009523809523809523,-0.0047619047619047615,0.05238095238095238,-0.0047619047619047615,0.06666666666666668,0.042857142857142864,0.09047619047619047,0.0761904761904762,-0.0047619047619047615,-0.0047619047619047615,0.0,0.009523809523809523,-0.0047619047619047615,-0.0047619047619047615,0.057142857142857134,0.03333333333333333,-0.0047619047619047615,0.05238095238095238,0.023809523809523808,0.042857142857142864,0.047619047619047616,0.01904761904761905,-0.0047619047619047615,0.06666666666666668,0.0380952380952381,-0.0047619047619047615,0.05238095238095238,-0.0047619047619047615,0.06666666666666668,0.09047619047619047,0.0761904761904762,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,0.0,0.06190476190476193,0.03333333333333333,-0.0047619047619047615,0
0.00140947709658843,0.010517195943244195,0.000704738548294215,0.0,0.021386761160635502,0.0,0.00578715188284276,0.01595197855193985,0.016304347826086956,0.0,0.006139521156989868,0.0,0.015247240003645631,0.0,0.005434782608695652,0.005082413334548543,0.0,0.0,0.010164826669097087,0.0440523393115987,-0.016159602085155156,-0.007716131257129216,0.0026549415340061237,0.002261453166034433,0.0391410457065549,0.04033090158274025,-0.0016615757316470455,-0.02491245987744383,0.026488366721451592,0.020999389877502,0.062396789029244525,0.020193808442200117,0.010859617476191734,-0.004599589305883881,-0.03568453193962154,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,0.0,-0.0047619047619047615,-0.0047619047619047615,-0.002600706547135836,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,0.053746688519648825,-0.0047619047619047615,-0.0047619047619047615,0.027953943367208876,0.008597581717479983,-0.0047619047619047615,0.02288329600319427,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,0.0,-0.0047619047619047615,0.030863392516454563,0.013050743877274895,1
0.0012202562538133007,0.0,0.0006101281269066504,0.0006101281269066504,0.0030506406345332518,0.0,0.0018303843807199512,0.0012202562538133007,0.0006101281269066504,0.0006101281269066504,0.0,0.0,0.0,0.0,0.0,0.0,0.0006101281269066504,0.0,0.002440512507626601,0.04745735734939119,0.018791283125978192,-0.0007328169350346303,-0.01886754914184153,0.004589224606732625,-0.014032946918852958,0.0012103085126137366,-0.014202058519245563,-0.002065814255776316,-0.026573732657771174,-0.009659256704777571,-0.0013429450619412695,-0.00022548213385680663,0.003199856752526723,-0.019262142876090942,-0.0014556861288696765,0.0047619047619047615,-0.0047619047619047615,0.023809523809523808,0.0380952380952381,0.08095238095238096,0.07142857142857142,0.057142857142857134,0.014285714285714284,0.014285714285714284,0.023809523809523808,0.0380952380952381,0.19047619047619047,0.13333333333333333,0.09047619047619047,0.014285714285714284,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,0.0761904761904762,0.009523809523809523,-0.0047619047619047615,-0.0047619047619047615,0.023809523809523808,0.0380952380952381,0.0047619047619047615,-0.0047619047619047615,0.01904761904761905,0.03333333333333333,-0.0047619047619047615,-0.0047619047619047615,0.014285714285714284,-0.0047619047619047615,0.014285714285714284,0.023809523809523808,0.0380952380952381,0.19047619047619047,0.09047619047619047,0.014285714285714284,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,0.014285714285714284,-0.0047619047619047615,-0.0047619047619047615,0
0.016304347826086956,0.005434782608695652,0.010869565217391304,0.0,0.005434782608695652,0.0,0.010869565217391304,0.005434782608695652,0.005434782608695652,0.0,0.0,0.005434782608695652,0.016304347826086956,0.016304347826086956,0.010869565217391304,0.005434782608695652,0.0,0.0,0.0,0.009752102289306841,-0.017421810754171426,-0.0007328169350346303,-0.008608112051356878,0.0006565509191712865,-0.02740934291853464,0.04241716847494496,0.02289306841393214,-0.008608112051356878,0.05993182481364565,0.003650821020240343,-0.011827864286282729,0.020237021513648302,0.0407558956946176,-0.019262142876090942,0.027323129161471726,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,0.0380952380952381,-0.0047619047619047615,-0.0047619047619047615,0.0761904761904762,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,0.08571428571428573,-0.0047619047619047615,-0.0047619047619047615,0.0380952380952381,0.014285714285714284,-0.0047619047619047615,0.047619047619047616,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,0.057142857142857134,0.0380952380952381,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,1
0.01138135081161326,0.0024614985072368483,0.005946568202917607,0.004922997014473697,0.007896281115932501,0.0024614985072368483,0.010869565217391304,0.013842849318850109,0.008408066710154455,0.0,0.002973284101458804,0.0024614985072368483,0.002973284101458804,0.010869565217391304,0.013331063724628152,0.0,0.0024614985072368483,0.0,0.010869565217391304,0.0187875697109196,0.010266016964820992,0.03554401109983393,0.005761392352085565,0.001383436384395591,0.004100814345217087,0.004373690214075396,0.04856487253627609,0.026666578242300454,0.005916329235566661,0.0051166932041405095,0.015679279408917286,0.00982511384272628,-0.0021351649331249334,0.027190070181339288,-0.003192543912686606,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,0.033781754996842085,-0.0047619047619047615,-0.0047619047619047615,0.0785179512763658,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,0.09218451036187973,-0.0047619047619047615,-0.0047619047619047615,0.09487504034293227,-0.0047619047619047615,-0.0047619047619047615,0.09739483678729324,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,0.0531924289396241,0.033781754996842085,-0.0047619047619047615,0.08319448926992476,-0.0047619047619047615,1
0.0030506406345332518,0.0012202562538133007,0.0,0.0006101281269066504,0.0006101281269066504,0.0,0.0018303843807199512,0.002440512507626601,0.0006101281269066504,0.0,0.0,0.0006101281269066504,0.0006101281269066504,0.0006101281269066504,0.0,0.0006101281269066504,0.0,0.0,0.0,-0.01797556834761387,0.018791283125978192,-0.028798710772740543,0.02194471708624028,-0.019421306735283986,0.008362734435100938,0.010239541608085516,0.013469241584210943,-0.024461495609730214,-0.03273138446030188,0.026713001034565087,0.036869644799320894,-0.007828872324057616,0.003199856752526723,-0.004168103562617716,-0.021523596042125368,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,0.009523809523809523,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,-0.0047619047619047615,0
